FECHA,PRECIP,EVAP,TMAX,TMIN
09/08/1962,0.01,5.1,24.5,8
10/08/1962,0.5,5.4,24.5,10
11/08/1962,1,6.3,23.5,10.5
12/08/1962,0.5,0.7,20,11.5
13/08/1962,1.5,5.1,24,8.5
14/08/1962,3.5,3.6,24,10
15/08/1962,0.01,4.5,24.5,10
16/08/1962,1.8,4.8,25,12
17/08/1962,1.5,3.3,22.5,11
18/08/1962,0,5.2,23.5,10
19/08/1962,2.5,4.7,24.5,7
20/08/1962,0.5,3.4,22,9
21/08/1962,25,2.9,22,11
22/08/1962,16,2.4,20.5,11
23/08/1962,0.5,6.3,22.5,11.5
24/08/1962,0,4.3,23.5,9
25/08/1962,0,4.8,25,8.5
26/08/1962,2,4.9,22,10
27/08/1962,2,4,21,9.5
28/08/1962,9.5,5.3,22.5,11.5
29/08/1962,5.5,4.3,22,9
30/08/1962,4.5,4.2,21.5,12
31/08/1962,0.5,4.3,21,9.5
01/09/1962,6.5,3.9,20.5,12
02/09/1962,14,1.7,18,13
03/09/1962,4.5,3.3,20,11
04/09/1962,0.01,5.2,20.5,10
05/09/1962,0.5,3.1,21,8.5
06/09/1962,12.5,5.9,20.5,12
07/09/1962,0,5.9,20,11
08/09/1962,0,5.2,21.5,9
09/09/1962,1.5,1.1,22,10
10/09/1962,0.01,3.7,22,7.5
11/09/1962,0.01,2.7,18.5,10
12/09/1962,12.5,5.3,22,8
13/09/1962,38.5,3.8,21,11
14/09/1962,2.5,3.4,21,10
15/09/1962,8,4.6,21,11
16/09/1962,0.01,5.2,22.5,11.5
17/09/1962,3,2.2,22.5,11.5
18/09/1962,7,4.7,22.5,11
19/09/1962,8.5,2.4,20,11.5
20/09/1962,1.5,3.1,18.5,11
21/09/1962,3,2.6,20.5,11.5
22/09/1962,0.5,3.4,19.5,11.5
23/09/1962,4.5,1.5,19,11
24/09/1962,13.5,4.5,20.5,11.5
25/09/1962,1,3.3,22.5,12
26/09/1962,0.01,4.1,24,11
27/09/1962,0,4.3,23,8
28/09/1962,0,4.4,26.5,10
29/09/1962,0,5.1,23,6
30/09/1962,1,2.5,21.5,10
01/10/1962,19,4,20,11.5
02/10/1962,2.5,3.7,19.5,10
03/10/1962,1.5,2.4,20.5,9.5
04/10/1962,0.01,2.5,20.5,11
05/10/1962,0.5,4.6,23,12
06/10/1962,0,3.3,21.5,9
07/10/1962,0,5.1,22.5,9
08/10/1962,0,5.8,21,9.5
09/10/1962,0,4.8,21.5,9.5
10/10/1962,0,5.4,23,6
11/10/1962,0,6,24,6
12/10/1962,0,2.5,23,6
13/10/1962,5.5,4.1,23,5.5
14/10/1962,11.5,5.5,23,7.5
15/10/1962,6.5,4.9,20.5,7.5
16/10/1962,2.8,3.2,20.5,7
17/10/1962,0.01,2.9,21,6.5
18/10/1962,0,3.3,21.5,6.5
19/10/1962,0,3.1,22,5
20/10/1962,0,5.8,24,9
21/10/1962,0,4.4,23.5,3
22/10/1962,3.5,4.8,23,2
23/10/1962,0,4.7,22.5,6
24/10/1962,0,4.1,20.5,5.5
25/10/1962,0,4.9,20.5,1.5
26/10/1962,0,5.4,21,6
27/10/1962,0,4.6,23.5,9
28/10/1962,0,5.3,20.5,8
29/10/1962,2,3.3,18,3
30/10/1962,0,4.6,20,8.5
31/10/1962,0,5.4,19.5,0
01/11/1962,0,5.1,23,2
02/11/1962,0,4.6,24,-1
03/11/1962,0,4.1,22.5,0
04/11/1962,0,4.2,21.5,-1
05/11/1962,0,4.4,20.5,3
06/11/1962,0,2.4,20,4.5
07/11/1962,0.01,3.3,20,6
08/11/1962,0.01,3.5,19,7
09/11/1962,0,4.4,20,3.5
10/11/1962,0,6.2,20.5,-1
11/11/1962,0,5.1,23,-1
12/11/1962,0,4.6,20.5,-2
13/11/1962,0,5.2,19,-2.5
14/11/1962,0,5.1,20,-4
15/11/1962,0,4.8,21,-6
16/11/1962,0,4.6,20.5,-1
